사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,경의선,181,화전,0,0,534,241,"1,165",816,"3,420","1,875","3,965","5,867","2,258","3,693","2,109","3,146","2,299","2,044","3,000","2,391","2,849","3,117","2,701","2,703","3,360","2,202","4,301","1,955","5,057","2,498","4,535","2,905","2,491","2,594","1,729","1,773","1,168","1,769",921,"1,902",500,902,20,331,0,0,0,0,0,0
2020-11,경의선,182,강매,1,1,"1,840",209,"4,961","1,006","16,669","1,140","15,804","3,232","6,661","1,206","4,125","1,172","3,591","1,472","3,521","1,763","3,134","2,129","2,576","2,231","2,662","2,955","2,730","3,895","2,900","6,130","3,347","9,635","1,229","10,398",797,"5,897",760,"4,580",490,"4,338",186,"2,587",8,904,0,0,0,0,0,0
2020-11,경의선,183,행신,2,0,"3,345",904,"11,168","4,238","38,594","4,445","33,014","9,688","14,141","6,077","8,935","4,357","9,303","5,311","9,079","6,460","8,119","7,711","6,663","7,182","6,694","8,348","9,761","11,310","12,006","17,070","10,071","34,967","5,508","29,700","6,068","13,225","4,361","11,871","4,497","9,982","1,675","5,701",329,"2,015",0,0,0,0,0,0
2020-11,경의선,184,능곡,3,1,"2,313",372,"5,623","2,211","15,802","2,567","14,531","5,024","8,026","2,964","5,382","2,781","4,761","2,996","4,863","3,388","4,791","3,529","3,918","3,879","4,023","4,807","4,922","5,668","5,445","7,667","4,629","10,973","2,889","9,325","1,993","5,707","1,532","5,242","1,092","4,586",486,"3,169",44,"1,368",0,0,0,0,0,0
2020-11,경의선,185,곡산,0,0,229,170,704,469,"1,761","1,434","1,385","2,645",813,951,608,582,559,528,854,605,617,622,651,697,963,633,999,866,"1,575",876,"1,637","1,560",604,914,531,842,359,612,225,398,67,296,6,73,0,0,0,0,0,0
2020-11,경의선,186,백마,1,0,"3,143","1,086","13,533","2,136","33,175","6,350","24,501","10,614","11,395","5,302","8,067","4,216","7,701","3,841","8,513","5,497","7,165","5,588","6,712","6,134","7,085","6,980","8,199","8,915","8,979","11,008","10,738","23,312","4,241","22,399","3,190","12,448","3,581","11,351","2,643","8,356",848,"6,494",54,"1,303",0,0,0,0,0,0
2020-11,경의선,187,풍산,2,0,"2,899",327,"9,223","1,681","22,314","4,008","18,417","7,299","10,142","5,020","7,134","4,145","6,632","4,346","6,936","5,161","6,582","5,468","6,330","5,401","6,549","6,280","7,709","7,636","7,498","10,737","7,973","17,710","3,909","14,918","3,574","10,348","3,799","8,720","2,274","6,473",831,"5,411",72,"1,133",1,0,0,0,0,0
2020-11,경의선,188,일산,8,0,"6,338",911,"18,880","4,222","47,266","6,104","31,437","13,211","16,070","6,620","10,979","6,057","11,395","6,480","11,725","8,529","10,463","9,460","9,988","10,667","10,856","10,346","12,910","14,618","10,537","17,834","11,711","31,981","5,847","34,349","4,347","16,600","3,980","15,381","3,190","11,877","1,011","7,123",185,"2,778",0,0,0,0,0,0
2020-11,경의선,189,탄현,57,0,"4,763",514,"16,163","2,561","38,387","5,511","23,815","8,737","13,100","5,418","9,699","4,056","9,135","4,591","9,190","5,987","7,947","6,160","7,610","6,947","8,102","8,145","8,752","9,823","9,195","16,497","10,263","24,594","5,207","29,786","4,129","15,544","3,817","11,832","2,831","10,290","1,143","5,310",186,"3,184",0,0,0,0,0,0
2020-11,경의선,190,야당,30,0,"3,897",306,"12,364","2,709","23,456","4,430","19,111","7,923","10,326","6,070","7,946","3,927","7,193","4,499","7,378","5,115","6,665","5,875","6,389","6,332","6,927","7,044","8,177","8,319","9,048","15,192","8,280","20,796","5,703","18,964","4,931","12,049","5,195","9,579","4,095","8,335","1,801","4,370",371,"2,605",0,0,0,0,0,0
2020-11,경의선,191,운정,24,0,"3,178",257,"14,051","3,503","28,309","5,822","22,907","9,762","10,572","4,558","8,114","3,696","6,858","4,020","7,329","4,930","6,943","5,577","5,939","5,865","6,350","7,030","8,477","9,105","9,648","12,612","9,717","19,873","4,406","19,251","3,105","10,630","2,703","10,226","1,817","7,785",695,"3,800",90,"1,906",0,0,0,0,0,0
2020-11,경의선,192,금릉,39,0,"2,505",246,"7,391","1,910","17,123","4,216","11,036","9,951","7,193","4,424","5,667","3,500","5,653","3,241","5,916","3,542","5,330","5,044","4,951","4,689","5,417","5,291","6,015","7,391","7,873","9,602","8,979","12,975","4,211","12,597","3,675","6,111","2,977","6,235","2,161","5,597",540,"3,423",103,"1,788",0,0,0,0,0,0
2020-11,경의선,193,금촌,56,3,"3,109",300,"9,136","3,877","17,618","9,939","16,724","15,160","10,613","7,894","8,541","6,670","8,745","6,274","8,795","7,740","9,184","8,923","8,351","7,774","8,937","8,987","10,449","11,203","12,772","12,649","14,736","15,798","6,927","14,600","5,181","8,631","4,077","8,453","2,679","6,047",796,"4,314",121,"1,839",0,0,0,0,0,0
2020-11,경의선,194,월롱,21,0,443,42,700,"2,816","1,770","9,124","2,195","13,031","1,651","4,657","1,386","2,808","1,872","1,616","2,810","2,968","2,744","1,919","2,290","1,503","4,314","1,655","6,166","2,097","10,090","2,387","12,200","2,615","4,185","2,563","3,259","1,971","2,085","2,095",919,"1,784",149,"1,288",15,506,0,0,0,0,0,0
2020-11,경의선,195,파주,46,1,801,21,"1,182",590,"2,541","1,888","2,492","5,788","1,390","3,520","1,346","1,880","1,481","1,177","2,637","1,633","1,706","1,876","1,715",916,"3,061","1,112","4,126","1,113","5,544","1,246","4,128","1,461","1,192","1,482",898,"1,040","1,087",889,308,810,123,633,4,209,0,0,0,0,0,0
2020-11,경의선,196,문산,946,1,"2,940",9,"7,966","2,266","15,161","7,005","13,874","13,429","8,415","5,792","6,940","5,678","6,653","5,941","7,750","7,414","8,062","5,082","8,011","6,137","7,643","9,037","8,553","8,234","10,970","9,622","10,479","14,152","4,369","10,808","3,562","8,478","2,980","6,443","1,544","4,961",372,"3,990",1,"2,478",0,0,0,0,0,0
2020-11,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,8,108,43,268,0,0,0,0,0,1,0,0,92,72,138,7,361,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,경의선,198,서울역,2,0,900,9,860,"6,261","2,230","19,387","2,919","41,279","1,487","13,143","1,282","5,876","1,529","4,241","2,398","4,373","2,922","4,528","3,558","2,663","4,122","3,005","7,166","2,345","18,442","5,718","25,305","4,299","11,322","2,982","7,117","2,501","3,739",849,676,110,"1,660",913,0,88,0,0,0,0,0,0
2020-11,경의선,199,공덕,7,0,470,80,"1,677","1,556","4,211","6,321","4,745","17,829","3,301","8,315","2,442","2,969","3,078","2,929","3,745","2,705","3,726","2,572","3,870","3,113","4,141","2,819","5,186","3,370","8,736","4,762","16,082","6,324","6,674","4,172","5,180","2,452","5,112","2,436","3,608","1,886","1,663","1,103",85,379,0,0,0,0,0,0
2020-11,경의선,200,홍대입구,20,1,291,51,735,597,"1,337","1,892","1,557","5,472","1,183","3,767","1,017","2,594","1,043","2,755","1,361","2,935","1,682","3,231","1,845","3,324","2,101","2,917","2,757","3,709","4,326","4,212","5,699","4,990","3,751","3,475","3,495","1,741","4,373","1,644","4,131","1,125","1,810",923,133,319,0,1,0,0,0,0
2020-11,경의선,201,디지털미디어시티,1,1,793,451,"2,219","1,882","9,403","2,142","9,009","3,925","4,261","2,667","2,868","1,701","3,012","1,700","2,907","2,215","2,768","2,646","2,688","2,354","3,000","2,693","3,968","3,264","4,962","5,215","5,155","9,116","3,029","7,317","1,813","3,940","1,693","3,097","1,243","3,147",621,"1,808",33,368,0,0,0,0,0,0
2020-11,경의선,203,계양,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11,경춘선,205,신내,7,0,612,507,"1,575","3,651","4,959","3,857","4,874","4,916","2,394","1,550","1,793","1,349","1,763","1,167","1,784","1,281","1,780","1,504","1,781","1,678","2,690","1,909","3,191","2,030","4,191","3,253","3,525","3,968","1,387","3,187",767,"1,468",660,"1,377",549,972,263,757,3,105,0,0,0,0,0,0
2020-11,경춘선,206,갈매,6,0,"1,511",294,"3,747","1,303","17,333","2,262","10,632","5,322","5,854","2,115","3,344","2,407","2,638","1,696","3,447","2,055","2,971","2,430","2,893","2,834","2,737","3,470","3,984","3,213","3,991","5,385","4,678","10,187","2,214","8,746","1,640","4,766","2,193","2,644","1,270","3,181",620,"1,684",10,538,0,0,0,0,0,0
2020-11,경춘선,207,별내,40,0,904,"1,335","2,316","3,973","10,169","4,069","8,029","6,172","4,295","3,027","3,152","2,330","2,907","2,595","3,255","2,764","2,981","2,682","3,137","3,161","3,939","3,514","5,661","3,279","6,859","5,635","5,477","7,735","2,676","7,143","2,118","3,829","2,045","2,217","1,655","2,243",986,"1,155",28,242,0,0,0,0,0,0
2020-11,경춘선,208,퇴계원,8,0,"2,496",499,"5,428","1,907","18,556","3,413","13,126","4,482","8,118","2,245","5,160","2,358","4,119","2,536","4,677","2,883","4,224","2,898","3,367","3,480","3,805","4,447","3,904","5,555","4,759","7,981","5,486","12,366","2,572","10,480","1,734","6,556","1,508","3,916","1,049","4,855",423,"2,479",30,798,0,0,0,0,0,0
2020-11,경춘선,209,사릉,36,1,"2,340",727,"5,796","2,153","17,627","5,260","12,422","6,895","6,837","2,638","4,361","2,592","3,718","2,453","4,026","2,577","3,852","2,363","3,166","3,414","3,595","3,124","3,598","5,436","5,621","6,375","7,123","11,269","2,760","11,041","1,583","4,816","1,313","5,220",790,"4,471",259,"2,246",15,638,0,0,0,0,0,0
2020-11,경춘선,210,금곡,1,0,"1,095",300,"2,411",935,"4,733","1,721","4,527","4,317","2,807","1,807","2,422","1,299","2,007","1,327","2,003","1,604","2,209","1,624","1,699","1,848","1,959","1,922","2,075","2,434","2,359","2,889","3,416","3,714","1,210","3,493",746,"1,527",583,"1,708",428,"1,277",180,948,6,218,0,0,0,0,0,0
2020-11,경춘선,211,평내호평,618,9,"5,045",889,"8,971","2,290","27,867","4,557","17,906","9,387","9,638","5,717","8,339","4,881","7,562","4,100","7,871","5,937","6,793","6,221","6,485","7,354","6,619","7,213","7,432","8,480","8,083","15,110","8,189","17,057","4,691","20,458","3,560","9,377","3,688","8,481","3,003","6,263","1,472","5,214",58,"1,902",0,0,0,0,0,0
2020-11,경춘선,212,천마산,4,0,919,276,"3,238",639,"7,282","1,511","5,401","1,152","3,946","1,544","3,009","1,518","2,263","1,463","2,480","1,693","2,128","1,881","2,136","2,090","1,821","2,570","2,067","2,558","1,810","3,361","1,913","4,607",834,"4,615",515,"3,115",465,"2,352",405,"1,437",103,"1,041",12,271,0,0,0,0,0,0
2020-11,경춘선,213,마석,22,0,"1,377",400,"6,237","2,506","15,983","5,727","10,031","6,414","7,439","4,466","5,781","3,937","5,202","3,603","5,978","3,992","4,888","5,549","4,889","4,887","5,108","5,935","6,246","5,239","6,626","7,971","7,312","9,113","3,099","12,861","2,578","6,105","2,031","4,799","1,444","3,685",554,"1,848",12,833,0,0,0,0,0,0
2020-11,경춘선,214,대성리,0,0,387,56,914,204,"1,232",610,961,"1,115",855,679,"1,205",995,"1,684",742,"1,047",889,894,"1,138",908,"1,380","1,049","1,222","1,454","1,404","1,457","1,153","1,173",893,533,715,327,612,175,353,104,308,51,213,0,2,0,0,0,0,0,0
2020-11,경춘선,215,청평,3,1,891,89,"1,849",526,"2,914","1,530","3,908","2,912","2,723","2,193","2,544","2,369","3,379","2,096","2,799","2,529","2,659","2,337","2,509","3,036","2,736","2,356","3,129","3,674","3,675","3,610","2,715","2,987","1,111","3,053",774,"1,555",554,"1,552",288,"1,129",91,808,4,214,0,0,0,0,0,0
2020-11,경춘선,216,상천,0,0,89,30,259,150,549,149,650,643,437,686,318,839,406,880,458,612,499,399,944,398,865,362,"1,052",472,707,339,368,467,192,318,82,242,63,183,21,128,15,68,3,33,0,0,0,0,0,0
2020-11,경춘선,217,가평,0,0,623,113,"1,398",932,"1,975","1,970","2,914","4,284","2,186","3,122","2,290","3,478","3,289","3,526","2,658","4,373","2,471","2,827","3,178","3,362","4,081","2,952","5,038","2,337","5,464","2,565","4,146","3,104","1,348","2,110","1,087","1,453",769,"1,203",392,"1,097",194,662,15,264,0,0,0,0,0,0
2020-11,경춘선,218,굴봉산,0,0,27,0,69,20,135,133,228,303,185,261,124,619,206,322,211,275,340,240,457,204,470,205,380,175,314,162,181,133,70,114,43,89,20,39,5,29,13,37,0,8,0,0,0,0,0,0
2020-11,경춘선,219,백양리,0,0,2,19,22,50,41,167,95,321,61,191,120,303,183,280,175,199,283,142,266,103,301,111,268,73,304,100,213,116,40,64,51,44,38,37,21,30,4,39,0,7,0,0,0,0,0,0
2020-11,경춘선,220,강촌,3,0,83,10,172,98,274,237,453,"1,976",467,"1,600",398,"1,823",978,"1,621",798,"1,057",917,894,"1,413",661,"1,840",734,"2,293",582,"1,855",490,921,588,437,373,204,271,247,259,85,179,21,169,2,18,0,0,0,0,0,0
2020-11,경춘선,221,김유정,2,0,51,3,176,53,278,435,326,538,268,881,270,"1,072",312,"1,379",471,"1,006",705,797,"1,063",710,"1,173",558,"1,285",483,977,459,597,399,225,265,125,181,72,125,26,105,20,96,6,25,0,0,0,0,0,0
2020-11,경춘선,222,남춘천,450,2,"1,211",11,"3,225",648,"3,004","1,954","3,425","3,471","3,622","3,555","3,082","2,994","3,565","5,453","3,786","6,339","4,666","3,943","5,469","3,918","5,223","4,597","5,356","3,726","5,388","5,489","3,947","3,455","2,608","6,152","2,562","2,962","2,096","2,137","1,218","2,422",399,"1,970",5,782,0,0,0,0,0,0
2020-11,경춘선,223,춘천,276,0,384,6,"1,455",304,"1,194","1,222","1,460","3,052","1,573","2,933","1,633","2,421","1,867","3,556","2,018","3,154","2,681","3,106","3,405","2,323","4,320","2,389","5,067","1,558","4,139","2,228","3,069","1,451","1,623","2,323","1,405","1,181",959,963,547,934,118,643,2,431,0,0,0,0,0,0
2020-11,수인선,340,고색,246,1,"1,506",324,"3,943","1,543","8,971","7,103","7,312","11,835","3,824","2,142","2,789","1,500","2,720","2,001","2,935","1,916","2,617","2,335","2,551","2,492","2,693","2,473","3,585","3,698","7,143","4,708","11,492","7,061","3,671","7,005","3,566","4,677","2,423","3,798","1,228","3,094",440,"2,165",7,"1,277",1,0,0,0,0,0
2020-11,수인선,341,오목천,2,0,376,9,"2,485",913,"5,622","2,101","6,601","5,212","3,993","2,771","3,252","2,451","3,055","2,166","4,007","2,571","3,610","3,148","2,830","2,476","3,488","2,735","6,478","4,146","5,469","3,715","6,176","7,493","2,496","4,526","1,589","2,650","1,312","2,552","1,006","3,148",358,"1,864",11,180,1,0,0,0,2,0
2020-11,수인선,342,어천,0,0,96,1,455,520,958,"1,162","1,131","1,291",849,716,802,620,752,669,896,553,934,716,788,760,890,789,"1,103","1,089","1,552",920,"2,160","1,649",886,930,537,651,347,688,172,604,74,305,2,52,0,0,0,0,1,0
2020-11,수인선,343,야목,3,1,120,2,185,181,444,228,500,291,315,212,273,233,279,161,287,229,351,231,277,248,312,231,425,295,536,320,436,471,220,375,153,223,66,294,72,204,41,142,0,18,0,0,0,0,0,0
2020-11,수인선,344,사리,0,0,"1,855",117,"5,976","1,068","13,127","1,671","13,101","2,988","6,690","1,633","5,070","1,912","4,771","1,764","4,902","2,524","5,135","3,265","4,033","3,036","3,874","4,407","4,059","6,172","4,518","6,967","4,453","14,350","2,677","9,848","1,637","6,077","1,531","6,098","1,481","4,966",594,"3,705",27,414,8,0,6,0,2,0
2020-11,수인선,345,달월,0,0,6,9,23,142,84,170,115,330,58,64,76,95,101,91,94,72,78,75,69,86,146,59,146,57,499,91,484,115,73,36,28,43,16,38,21,33,16,25,0,2,0,0,0,0,0,0
2020-11,수인선,346,월곶,1,0,"1,118",340,"3,388","1,358","9,339","1,997","7,872","2,816","4,061","2,612","2,981","2,219","3,039","2,742","3,192","3,245","3,460","2,937","3,393","2,881","3,359","3,368","3,972","3,975","4,415","5,885","3,874","8,557","2,718","5,203","2,109","3,689","2,065","3,676","1,341","2,620",606,"1,591",4,261,0,0,0,0,0,0
2020-11,수인선,347,소래포구,8,0,"2,355",393,"5,631","2,050","14,590","3,086","11,569","6,324","6,085","5,366","5,200","7,080","6,809","13,051","8,807","16,770","11,070","12,351","14,361","11,449","16,585","9,773","14,014","9,511","10,794","9,656","8,369","13,289","4,744","9,142","4,165","6,117","4,125","5,632","3,134","4,230","1,442","2,978",23,571,0,0,2,0,0,0
2020-11,수인선,348,인천논현,1,0,"1,852",521,"5,451","3,811","13,587","7,805","13,009","12,838","7,063","7,678","6,005","5,896","6,602","6,117","7,041","6,515","6,986","8,047","7,105","7,690","7,662","8,190","8,581","9,887","11,018","13,561","12,380","17,643","7,106","11,449","6,359","7,535","7,028","6,205","4,284","4,692","2,266","3,078",15,706,1,0,0,0,1,0
2020-11,수인선,349,호구포,1,0,"1,363",798,"2,946","4,333","6,227","15,968","7,154","17,536","4,016","3,638","3,334","2,272","3,764","2,594","4,124","2,713","3,704","2,953","3,933","3,042","4,003","3,396","5,125","4,005","11,559","5,475","13,816","6,872","4,815","5,829","5,599","3,695","3,489","3,107","1,586","2,355",865,"1,853",4,348,0,0,0,0,0,0
2020-11,수인선,350,남동인더스파크,0,0,372,735,764,"2,979","1,037","15,320","1,604","20,199","1,259","3,885","1,534","1,671","1,813","1,716","1,879","1,716","2,086","1,591","2,269","1,587","3,235","1,167","3,538","1,373","11,660","1,577","12,429","1,543","4,200","2,056","3,950","1,135","1,885",658,513,416,232,331,0,35,0,0,0,0,0,0
2020-11,수인선,351,원인재,31,11,"2,741",507,"5,962","2,023","13,598","4,312","14,972","7,201","7,645","3,935","6,002","3,847","5,594","4,416","6,078","5,152","6,204","5,569","5,627","5,691","5,571","6,785","6,017","7,827","7,089","10,598","7,294","15,397","4,314","10,435","3,709","7,374","3,555","7,180","2,254","5,704","1,320","3,819",59,722,0,0,0,0,0,0
2020-11,수인선,352,연수,2,2,"2,205",902,"5,383","2,194","13,606","4,377","12,233","10,264","6,034","5,946","5,148","4,239","5,601","4,364","6,203","5,494","6,686","5,622","5,814","5,432","6,058","6,148","7,107","7,311","7,625","10,498","9,167","14,860","5,056","9,373","4,474","6,654","4,653","6,050","3,389","4,062","2,136","2,874",31,650,0,0,4,0,0,0
2020-11,수인선,353,송도,1,0,"1,642",262,"3,575",968,"9,036","1,932","9,440","3,272","4,017","2,063","3,061","2,457","3,613","2,498","4,151","3,008","4,121","2,874","3,544","3,123","3,598","3,653","3,695","4,677","3,898","6,227","3,492","7,786","2,057","5,563","1,394","3,292","1,292","3,385",844,"2,527",380,"1,523",6,446,0,0,0,0,0,0
2020-11,수인선,354,인하대,11,1,"2,897",360,"8,006","2,815","20,207","3,693","16,045","10,754","7,510","6,821","6,210","5,512","6,410","4,672","8,205","6,905","7,508","7,004","6,797","7,048","8,612","7,343","10,387","8,850","11,083","13,870","10,873","20,074","5,836","10,897","4,448","8,052","4,334","8,158","3,652","5,685","2,008","3,661",38,870,2,1,2,0,0,0
2020-11,수인선,355,숭의,8,0,"2,671",618,"4,886","2,600","11,468","7,460","9,732","10,622","5,544","4,045","4,640","3,547","4,781","3,193","5,536","3,688","4,954","4,653","4,719","4,247","5,335","4,306","6,187","5,850","8,736","7,337","8,836","9,863","3,609","5,853","2,278","4,088","1,967","4,479","1,340","2,785",704,"1,762",9,474,2,0,0,0,0,0
2020-11,수인선,356,신포,7,1,"1,112",241,"1,165",761,"2,480","2,920","2,655","8,322","1,683","2,653","1,395","2,309","1,748","2,472","2,232","2,454","2,464","2,823","2,696","2,428","3,122","2,589","4,231","2,942","4,640","3,114","6,259","4,209","2,509","2,061","2,209","1,238","1,571","1,216","1,052","1,111",509,507,1,187,0,0,0,0,0,0
2020-11,수인선,357,인천,36,3,593,207,760,964,"1,951","2,583","1,607","3,989","1,110","1,541","1,301","2,094","1,449","3,137","1,679","3,746","1,819","3,464","1,876","3,364","2,235","4,214","3,247","3,367","3,052","2,892","2,160","3,681","1,200","2,598","1,047","1,759",895,"1,449",439,"1,500",96,728,2,249,0,0,0,0,0,0
2020-11,경강선,238,판교,11,0,618,18,"1,614","5,554","4,694","10,357","3,327","25,446","2,099","18,756","1,857","7,612","2,480","5,506","2,665","3,920","3,092","3,969","3,916","3,648","6,280","3,307","6,457","3,763","12,253","5,543","21,307","4,919","14,901","3,440","12,366","1,535","8,780","1,464","3,968",956,"1,325",563,2,149,0,0,0,0,0,0
2020-11,경강선,239,이매,9,1,558,22,"1,327",716,"4,272","1,892","3,444","2,753","1,479","1,484","1,214",827,"1,175","1,218","1,252","1,044","1,232","1,016","1,184",996,"1,312","1,180","1,419","1,426","2,421","2,213","2,086","2,859","1,154","2,041","1,044",935,"1,075",944,960,722,340,335,12,85,0,0,0,0,0,0
2020-11,경강선,240,삼동,0,0,903,116,"3,153",648,"11,190","2,133","13,230","2,168","6,211","1,126","3,402",975,"2,376","1,184","2,350","1,246","2,256","1,563","1,826","2,106","1,762","2,335","2,027","3,642","2,878","5,045","3,024","8,492","1,263","8,127",770,"4,564",650,"4,268",348,"2,996",71,"1,129",3,35,0,0,0,0,0,0
2020-11,경강선,241,경기광주,0,0,"2,000",276,"11,329","2,212","32,811","4,458","33,447","8,372","16,904","3,813","9,676","3,324","8,612","3,907","8,498","4,709","7,854","6,086","6,657","6,147","6,584","8,112","8,352","10,539","9,358","15,694","8,305","29,275","4,269","26,010","2,730","14,336","2,401","12,313","1,209","7,538",444,"5,162",0,13,0,0,0,0,0,0
2020-11,경강선,242,초월,2,0,"1,295",89,"4,559",906,"11,648","3,624","13,398","5,481","7,145","2,031","4,111","1,705","3,708","1,759","3,640","1,764","3,359","2,474","2,821","2,438","2,920","3,072","4,079","4,287","5,075","5,347","4,877","10,638","2,109","8,549","1,427","7,771","1,213","4,836",579,"4,701",191,"3,128",0,2,1,0,0,0,0,0
2020-11,경강선,243,곤지암,4,0,675,117,"1,839","1,329","6,201","4,968","5,963","5,977","3,527","4,029","2,471","3,062","2,764","2,503","3,102","2,904","3,287","2,911","3,259","2,454","3,878","2,685","5,395","3,474","7,828","4,507","6,471","5,445","2,622","5,782","1,471","3,073",975,"3,434",402,"2,188",183,"1,519",1,0,1,0,0,0,0,0
2020-11,경강선,244,신둔도예촌,3,0,539,115,"1,785",399,"4,104","1,724","3,283","3,918","2,021","1,611","1,668","1,108","1,568","1,079","1,632","1,281","1,587","1,300","1,360","1,115","1,460","1,454","2,417","1,805","4,617","2,415","3,234","2,869","1,181","3,489",928,"1,944",798,"2,005",317,"1,322",104,"1,170",0,0,0,0,0,0,0,0
2020-11,경강선,245,이천,6,0,715,15,"2,146","1,023","6,020","4,696","5,542","6,396","4,049","4,208","3,776","2,525","3,435","3,180","3,500","3,354","3,620","3,830","3,552","3,444","3,709","3,875","5,110","4,127","5,220","5,321","6,642","7,239","3,197","5,811","2,630","4,664","2,152","2,772","1,081","3,467",402,"1,435",2,428,0,0,0,0,0,0
2020-11,경강선,246,부발,31,0,707,43,"1,607","1,310","4,099","4,340","4,069","6,063","2,934","2,155","2,224","1,454","2,441","1,566","2,685","1,731","2,173","1,998","2,361","1,846","2,977","1,968","3,719","2,588","6,670","3,362","5,912","3,808","2,562","4,343","2,138","3,415","1,335","2,932",779,"2,684",331,"2,034",0,"1,059",0,0,0,0,0,0
2020-11,경강선,247,세종대왕릉,0,0,176,2,460,47,809,446,656,625,520,394,480,472,401,596,385,459,434,320,471,527,598,477,679,493,724,492,609,521,182,845,124,298,58,373,24,221,3,190,0,80,0,0,0,0,0,0
2020-11,경강선,248,여주,6,0,993,5,"2,664",387,"4,526","2,409","3,979","5,265","2,869","5,672","3,225","2,727","3,192","3,288","3,548","3,899","3,618","3,245","4,161","3,043","5,421","2,762","6,875","4,005","6,048","3,724","3,784","4,487","2,694","5,823","1,741","4,044","1,299","2,245",658,"2,337",196,"2,235",1,849,0,0,0,0,0,0
2020-11,5호선,385,방화,6,0,"4,558",4,"9,795","3,413","26,524","4,304","24,241","14,373","12,585","7,016","9,222","5,237","8,858","5,347","9,627","6,769","9,524","7,520","8,873","7,777","9,008","8,828","11,057","9,808","10,104","12,134","10,032","19,326","4,514","19,480","3,243","11,733","2,879","10,250","1,863","8,742",550,"5,109",0,957,0,0,0,0,0,0
2020-11,5호선,386,개화산,1,0,"3,456",249,"6,461","3,668","19,204","4,964","17,668","10,617","9,156","5,400","6,631","4,623","6,031","4,523","6,930","4,828","6,763","5,242","6,139","5,827","6,396","6,635","7,317","7,680","8,991","8,633","9,759","14,044","4,708","13,537","2,952","7,473","2,425","7,316","1,791","6,683",499,"3,687",1,626,0,0,0,0,0,0
2020-11,5호선,387,김포공항,1,0,299,"1,636","1,635","8,299","4,600","12,796","6,398","16,313","6,570","12,819","6,581","11,491","9,113","11,575","8,266","14,296","9,973","15,130","14,101","13,880","14,111","13,278","15,886","15,109","18,057","15,087","24,743","14,168","14,412","8,855","13,472","4,348","14,396","2,177","11,175","1,120","1,684",774,10,113,0,0,0,0,0,0
2020-11,5호선,388,송정,36,0,"3,659","1,098","7,753","4,129","19,700","6,958","21,117","12,571","12,989","8,062","9,809","6,329","9,173","6,267","8,961","7,299","9,092","7,811","8,463","7,926","9,178","9,430","9,645","10,536","12,501","12,748","13,221","18,289","6,646","15,179","4,832","9,658","4,621","8,507","3,245","7,341","1,317","4,541",21,463,0,0,0,0,0,0
2020-11,5호선,389,마곡,2,0,"1,861","1,394","5,893","4,792","20,215","10,267","20,348","38,390","10,888","23,962","8,507","10,966","8,709","7,927","8,765","8,812","10,093","10,233","10,213","8,753","12,119","9,156","16,279","10,113","21,904","12,026","31,806","19,014","13,028","15,459","8,897","8,200","7,511","7,045","4,863","6,624","1,891","3,838",12,447,1,0,0,0,0,0
2020-11,5호선,390,발산,1,0,"2,958","2,221","8,232","13,193","24,283","30,726","26,297","97,428","15,670","52,349","14,316","24,281","17,218","22,197","20,369","23,270","22,239","24,469","24,949","22,648","29,639","21,303","36,719","23,001","54,742","27,804","75,344","40,958","35,430","31,541","26,154","15,409","26,949","13,245","19,828","9,857","6,053","5,542",12,782,1,0,0,0,0,0
2020-11,5호선,391,우장산,4,0,"5,622",768,"18,011","4,419","52,114","14,074","54,326","21,518","26,796","13,386","18,587","10,994","18,217","12,045","19,424","13,096","19,033","16,172","17,295","17,723","20,524","19,351","21,517","22,599","20,867","27,806","17,766","49,664","9,911","40,943","7,777","22,427","6,639","20,473","5,183","17,966","1,322","10,658",4,841,0,0,0,0,0,0
2020-11,5호선,392,화곡,70,0,"20,561","1,408","36,401","8,923","108,796","13,628","140,103","26,904","65,223","23,432","38,988","16,951","33,912","17,441","35,622","20,749","34,065","24,230","28,792","26,983","27,733","33,981","31,262","43,385","35,055","60,511","35,539","111,337","20,367","90,154","14,942","52,704","13,150","45,490","9,533","39,406","3,130","22,760",13,"1,487",0,0,0,0,0,0
