사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,9호선,610,등촌,6,0,"4,567",901,"12,191","3,904","37,976","6,587","45,856","17,199","20,028","10,254","13,560","7,866","13,173","8,787","14,158","9,986","13,274","11,696","12,596","11,840","12,324","14,775","14,008","16,867","14,926","22,869","17,522","37,049","8,224","34,046","6,622","17,594","5,522","14,524","4,093","12,715","1,656","7,992",0,6,0,0,0,0,0,0
2020-11,9호선,611,염창,3,1,"10,562",547,"23,856","4,484","68,888","7,273","79,236","21,812","40,105","11,462","23,137","9,315","19,423","9,593","20,461","12,496","19,612","13,818","16,475","15,028","15,674","19,248","16,805","23,650","20,517","39,642","23,877","65,518","12,271","59,998","9,140","35,639","8,104","30,772","5,707","26,635","1,885","18,581",0,473,0,0,0,0,0,0
2020-11,9호선,612,신목동,0,0,"1,618",312,"5,200","1,773","17,188","2,693","17,476","5,346","7,997","2,566","4,592","1,918","4,206","2,780","4,734","3,087","4,401","3,508","3,756","3,347","4,072","3,687","4,779","5,195","5,863","7,505","5,502","13,643","2,642","10,774","1,812","5,902","1,695","5,974","1,579","5,156",377,"3,156",0,53,0,0,0,0,0,0
2020-11,9호선,613,선유도,10,0,"1,719",937,"4,539","4,566","17,494","10,682","20,878","35,466","9,008","15,381","5,879","6,185","6,251","6,472","7,251","6,192","7,556","6,881","7,441","6,978","8,236","7,290","11,540","8,503","18,298","10,472","32,215","17,895","11,765","14,389","6,655","7,212","5,656","6,422","3,838","5,248","1,395","3,160",2,54,0,0,0,0,0,0
2020-11,9호선,614,당산,19,0,"7,807","1,167","15,539","5,741","46,937","14,047","54,242","39,759","30,414","23,107","20,838","14,219","20,852","14,534","23,032","16,073","22,446","18,157","20,937","18,383","21,324","20,653","23,546","24,634","31,389","38,422","44,933","60,746","22,825","46,234","18,314","29,218","17,155","26,941","13,151","23,838","5,178","16,293",5,702,0,0,2,0,0,0
2020-11,9호선,615,국회의사당,3,0,858,"1,695","1,711","8,836","3,479","39,910","5,876","142,277","5,224","66,937","7,120","21,112","10,429","15,129","12,297","13,054","13,706","14,827","16,776","11,449","18,592","9,660","25,167","8,364","62,910","9,668","109,398","10,489","36,998","6,588","22,049","3,934","20,160","3,081","12,456","2,288","3,321","1,468",0,5,0,0,0,0,1,0
2020-11,9호선,616,여의도,10,0,"2,313","1,652","3,583","18,676","7,738","111,796","10,105","143,239","10,017","56,569","10,900","21,354","15,734","19,927","16,082","17,913","19,411","19,653","21,294","16,827","25,870","15,237","36,914","15,122","107,159","17,477","127,567","21,116","53,256","14,690","35,827","8,148","31,806","7,289","18,348","6,086","4,880","3,498",1,130,0,0,0,0,0,0
2020-11,9호선,617,샛강,15,0,972,783,"1,723","3,795","4,001","13,833","5,490","33,137","4,067","13,564","3,785","6,536","4,316","5,945","4,828","5,074","5,456","5,593","6,097","5,798","7,166","5,040","9,117","5,909","16,825","7,443","28,396","10,619","10,371","6,487","7,466","3,691","7,344","2,847","4,715","2,503","1,993","1,621",2,27,0,0,0,0,0,0
2020-11,9호선,618,노량진,313,1,"14,564","1,745","21,293","14,361","55,316","43,976","84,424","64,394","45,741","37,134","27,587","24,116","26,680","22,704","30,006","28,847","34,693","32,296","29,032","27,792","28,954","31,979","33,686","36,384","44,139","54,326","57,557","82,479","29,230","55,971","29,148","35,196","35,635","35,082","41,255","29,257","10,003","19,683",4,802,0,0,0,0,0,0
2020-11,9호선,619,노들,9,1,"3,412",241,"4,569","1,218","14,961","2,283","20,233","3,799","10,367","2,960","7,169","3,242","5,700","3,038","5,858","3,862","6,193","4,247","5,581","4,285","4,862","6,214","5,472","6,578","5,823","9,050","5,502","15,365","3,209","11,326","2,255","6,645","2,212","6,647","1,565","5,212",542,"3,406",0,42,0,0,0,0,0,0
2020-11,9호선,620,흑석(중앙대입구),7,0,"3,064","1,060","5,322","4,956","14,789","10,151","20,920","14,655","12,779","11,822","10,136","9,668","10,075","7,841","10,842","9,919","10,866","11,574","11,107","9,612","11,748","11,848","13,614","12,876","18,867","16,908","15,207","24,698","8,591","17,367","7,376","10,936","7,095","9,795","6,529","8,522","2,769","5,869",2,30,0,0,0,0,0,0
2020-11,9호선,621,동작(현충원),11,0,917,227,"1,569","1,537","4,537","1,575","6,322","2,808","3,396","1,907","2,389","1,679","2,132","1,766","2,634","1,751","2,674","1,878","2,411","2,013","2,674","1,901","3,435","2,013","3,265","2,548","3,807","4,137","1,795","2,964","1,349","1,723","1,210","1,806",901,"1,682",389,"1,008",0,"1,446",0,0,0,0,0,0
2020-11,9호선,622,구반포,3,0,531,239,"1,602","1,711","3,987","3,202","5,697","6,742","3,581","5,326","2,853","3,639","2,897","3,806","3,663","4,242","4,157","4,451","4,412","4,113","4,490","4,617","5,438","4,663","6,658","5,545","8,140","7,718","4,649","5,089","3,577","2,745","2,891","2,567","2,011","2,425",480,"1,777",1,73,0,0,0,0,0,0
2020-11,9호선,623,신반포,0,0,421,467,"1,566","4,071","4,808","6,173","6,774","8,621","4,089","5,408","2,958","3,688","2,854","2,880","3,293","2,958","3,852","3,896","3,879","3,556","4,790","4,057","7,538","3,887","8,926","4,815","8,308","7,387","4,467","5,327","2,893","2,669","2,684","2,723","1,757","2,112",519,"1,536",0,19,0,0,0,0,0,0
2020-11,9호선,624,고속터미널,10,1,"1,884","1,217","4,375","11,610","13,179","17,070","19,139","24,848","14,083","25,653","11,433","24,003","12,927","24,608","15,423","25,465","16,758","27,173","18,353","26,981","21,483","29,838","25,443","29,729","28,011","34,164","29,577","40,831","25,545","26,577","22,821","16,305","17,006","13,546","12,778","10,864","3,907","6,352",2,62,0,0,1,0,0,0
2020-11,9호선,625,사평,13,0,665,150,"2,315","2,924","7,855","4,384","9,370","6,714","5,434","3,002","3,513","2,305","3,357","2,749","3,906","3,093","3,888","3,596","3,578","3,369","4,283","3,633","6,724","4,762","6,496","6,199","6,528","9,277","3,753","7,350","2,312","3,708","1,710","3,602","1,288","2,770",435,"1,736",0,0,0,0,0,0,0,0
2020-11,9호선,626,신논현,55,1,"4,115","1,681","11,674","14,939","27,038","42,787","41,927","88,465","27,390","95,332","21,377","51,607","25,110","38,392","31,055","37,535","34,825","42,559","36,067","38,430","42,490","38,873","51,647","42,863","75,718","54,764","105,701","87,188","75,277","54,798","56,861","26,016","60,286","22,152","49,518","17,137","19,120","9,875",9,"1,029",1,0,0,0,1,0
2020-11,공항철도 1호선,640,서울역,76,0,"2,140",601,"1,746","7,587","7,722","13,442","11,653","20,136","6,714","15,464","6,758","11,965","7,626","11,307","10,727","10,684","11,025","10,453","9,020","9,926","14,019","10,957","15,657","11,120","20,608","12,593","23,416","14,243","18,092","11,957","12,753","6,508","12,666","5,927","8,820","4,097","3,975","2,042",5,"1,112",0,0,0,0,0,0
2020-11,공항철도 1호선,641,공덕,25,0,990,234,"1,732","1,045","5,348","3,267","4,673","9,517","2,705","5,049","1,785","2,932","1,769","2,630","2,302","2,991","2,337","2,882","2,203","2,831","2,357","3,248","2,757","3,528","4,664","5,405","7,917","9,469","3,675","6,100","2,661","3,285","2,563","2,947","1,758","2,869",997,"1,716",50,749,0,0,0,0,0,0
2020-11,공항철도 1호선,642,홍대입구,91,2,"2,363",361,"3,373","2,940","7,596","6,114","10,668","18,519","7,233","18,006","5,428","11,753","6,383","12,316","8,071","14,565","9,418","17,112","10,043","14,837","12,374","15,910","15,413","16,779","21,173","19,594","26,441","28,025","20,064","18,287","18,740","8,280","21,636","6,938","19,789","5,911","8,564","4,291",639,"1,181",3,3,0,0,0,0
2020-11,공항철도 1호선,643,디지털미디어시티,68,2,"2,632",630,"5,677","4,796","16,846","23,522","19,262","84,778","10,797","38,280","6,828","13,481","7,167","9,756","8,542","9,890","9,455","10,378","9,817","8,675","11,782","8,375","15,046","9,722","38,625","13,148","87,110","22,035","33,039","14,913","18,542","8,173","16,440","7,388","10,766","5,596","4,349","3,395",242,"1,218",0,0,0,0,0,0
2020-11,공항철도 1호선,644,마곡나루(서울식물원),7,1,"1,256",853,"3,026","7,460","9,322","18,154","11,059","47,763","5,541","23,355","3,408","6,696","4,081","4,085","5,414","4,512","5,927","4,703","4,975","4,429","6,605","4,276","12,333","4,744","34,418","7,197","37,688","12,055","14,761","7,723","9,152","4,798","7,091","4,588","4,777","4,078","1,510","2,696",268,"2,205",0,0,1,0,0,0
2020-11,공항철도 1호선,645,김포공항,10,0,"1,623","1,563","2,780","10,168","6,410","19,507","13,586","19,609","14,331","12,564","16,217","10,498","20,817","9,709","14,433","11,067","17,085","12,472","25,865","11,045","21,562","9,382","21,659","12,194","24,198","12,917","31,197","12,510","18,733","7,847","20,375","4,301","25,861","1,962","21,077","1,431","2,833",786,112,537,0,0,0,0,1,0
2020-11,공항철도 1호선,646,계양,10,0,"7,227",514,"17,917","2,712","51,442","3,478","42,880","5,658","22,079","4,430","13,541","3,329","11,898","3,971","11,713","5,100","10,033","6,345","8,172","7,517","7,892","9,083","9,413","12,800","9,832","18,558","8,184","35,596","4,745","37,176","3,145","20,441","2,865","18,948","1,880","15,805",767,"9,516",124,"2,233",0,0,0,0,0,0
2020-11,공항철도 1호선,647,검암,363,14,"6,488",296,"13,723","2,295","36,108","7,175","26,447","14,774","13,114","4,685","8,565","3,573","8,266","3,492","8,145","4,223","6,975","5,263","6,352","5,669","6,153","6,498","7,512","8,535","9,727","12,629","13,846","25,131","4,610","27,454","3,738","14,122","3,085","13,096","2,234","12,465",838,"7,779",104,"3,199",0,0,0,0,0,0
2020-11,공항철도 1호선,648,청라국제도시,33,4,"3,227",62,"14,754","3,110","29,848","7,150","18,692","16,683","9,295","5,309","6,339","2,588","6,686","2,813","6,487","3,758","6,080","4,217","4,891","4,402","5,655","5,309","7,618","7,304","12,686","9,273","18,726","19,879","4,963","22,333","3,606","12,120","2,804","10,254","2,375","10,217",716,"5,543",97,"2,254",0,0,0,0,0,0
2020-11,공항철도 1호선,649,운서,31,1,"5,268",345,"8,725","5,133","16,264","7,863","17,416","12,184","7,949","7,482","7,774","4,200","8,344","4,654","8,930","5,148","7,711","6,204","7,249","6,353","8,196","7,729","10,267","9,053","13,039","11,236","10,852","20,038","5,669","14,194","5,613","10,886","5,629","9,722","3,867","9,766","1,572","6,425",174,"2,474",0,0,0,0,0,0
2020-11,공항철도 1호선,650,공항화물청사,1,0,411,437,890,"6,480","1,705","13,487","2,146","18,806","1,717","3,789",535,"1,854",700,"2,901",875,"3,033","1,378","1,620","2,049",871,"2,696",679,"4,763","1,342","8,936","1,227","15,982",958,"3,838","1,017","2,363","1,851","2,631",856,"2,505",238,619,127,1,53,0,0,0,0,0,0
2020-11,공항철도 1호선,651,인천공항1터미널,2,3,664,"2,309","1,541","5,029","3,075","11,082","4,998","17,524","4,288","4,949","1,723","5,216","2,883","6,199","2,946","7,049","4,250","4,664","4,891","4,452","8,218","4,497","6,451","4,093","10,894","6,325","15,844","2,790","5,870","1,787","4,159","2,562","4,787","1,680","2,629",967,422,632,5,338,0,0,0,0,0,0
2020-11,공항철도 1호선,652,인천공항2터미널,0,0,618,"1,302","1,228","3,599","1,601","6,956","3,064","7,946","2,768","2,662",737,"1,969",934,"3,919","1,170","3,637","1,767","1,704","2,140","1,659","4,617","1,663","3,996","1,923","6,193","3,420","8,784","1,066","3,423",667,"2,289",650,"2,402",800,"1,218",300,287,193,0,262,0,0,0,0,0,0
2020-11,공항철도 1호선,653,영종,5,0,"1,975",129,"5,609","1,460","10,901","1,939","7,871","3,626","5,742","2,135","4,539","1,823","4,417","2,517","4,595","3,027","3,942","3,198","3,548","4,240","3,711","4,044","4,270","4,384","4,683","6,889","3,600","7,233","2,196","9,520","1,758","6,068","1,612","5,287","1,058","4,741",557,"3,607",69,"1,488",0,0,0,0,0,0
2020-11,9호선2~3단계,627,언주,4,0,"1,247",983,"2,633","6,624","5,604","15,838","8,195","52,234","6,754","38,385","6,714","17,060","7,983","10,219","9,965","10,023","10,270","11,643","11,855","10,098","13,584","9,509","17,084","9,332","30,415","10,594","47,861","12,550","23,748","9,505","13,002","5,793","11,890","5,367","8,413","3,833","2,363","2,904",0,202,1,0,0,0,0,0
2020-11,9호선2~3단계,628,선정릉,1,0,912,834,"3,567","5,473","7,702","14,868","9,272","51,783","6,903","42,603","5,418","17,274","6,519","11,290","7,909","9,877","8,938","11,367","9,770","10,254","11,236","9,097","14,370","9,532","24,344","10,892","47,048","13,808","27,026","10,220","14,202","6,185","12,626","6,372","9,081","5,168","2,672","2,521",1,28,1,0,1,0,0,0
2020-11,9호선2~3단계,629,삼성중앙,0,0,727,405,"2,072","3,999","4,860","13,403","5,976","38,772","4,861","27,305","4,116","10,411","4,524","5,507","5,295","5,680","6,521","6,569","6,956","5,616","7,789","6,238","10,640","5,775","19,697","7,584","36,611","10,670","16,070","7,524","9,430","4,309","8,183","3,586","5,182","2,831","1,785","2,107",1,11,0,1,0,0,0,0
2020-11,9호선2~3단계,630,봉은사,5,0,"1,357","1,158","4,461","9,980","8,304","31,102","9,206","90,573","7,613","63,400","7,442","27,366","10,801","23,220","13,789","21,424","17,158","21,135","19,156","20,329","23,304","16,304","29,461","17,170","52,487","19,027","84,939","19,876","43,634","12,628","28,785","6,559","25,616","6,052","16,008","4,522","4,074","2,386",1,5,0,0,0,0,0,0
2020-11,9호선2~3단계,631,종합운동장,2,0,"1,140",265,"3,018","1,834","8,379","4,326","10,045","8,585","6,293","6,538","4,095","3,858","4,142","3,518","4,520","3,827","5,475","4,563","4,915","4,445","4,933","4,879","6,396","5,676","8,422","8,454","10,792","13,588","6,136","9,554","5,128","5,413","5,412","5,007","4,237","4,163","1,604","2,596",0,19,0,0,0,0,0,0
2020-11,9호선2~3단계,632,삼전,6,0,"3,334",394,"6,125","2,081","17,216","3,468","27,287","9,028","17,019","6,634","8,404","4,705","7,306","4,593","7,685","5,455","7,806","5,963","6,959","6,752","7,046","7,200","7,963","9,224","9,524","14,084","11,438","22,412","6,353","19,414","4,716","11,182","4,389","10,553","3,526","9,108","1,063","7,055",0,228,0,0,0,0,0,0
2020-11,9호선2~3단계,633,석촌고분,3,0,"2,077",284,"4,356","1,901","13,282","3,824","23,174","10,396","13,790","7,588","7,540","4,726","6,553","4,082","6,880","5,062","7,098","5,556","6,267","5,503","6,615","6,952","7,769","7,554","8,614","10,985","11,307","19,595","5,732","15,515","4,367","10,055","3,826","8,654","3,162","7,090",890,"4,730",0,17,0,0,0,0,0,0
2020-11,9호선2~3단계,634,석촌,7,0,"2,490",137,"7,321","1,685","20,554","3,859","28,095","8,980","17,233","8,898","9,557","6,073","8,841","6,353","9,555","6,767","9,928","8,014","8,852","7,549","9,497","8,463","10,904","10,579","12,749","14,719","14,339","24,398","8,674","21,093","7,468","10,857","7,575","11,660","6,165","10,169","2,028","4,524",0,26,0,0,0,0,0,0
2020-11,9호선2~3단계,635,송파나루,0,0,"1,728",222,"3,034","1,508","10,879","3,159","14,825","8,853","8,667","7,097","4,856","3,937","4,784","4,383","4,868","4,902","5,116","5,932","5,122","4,968","5,315","5,907","5,671","7,632","7,386","10,267","10,602","16,100","5,510","13,240","5,308","5,958","5,504","5,883","3,953","4,780","1,142","3,353",1,11,0,0,0,0,0,0
2020-11,9호선2~3단계,636,한성백제,1,0,652,106,"2,072","1,296","5,748","1,589","7,425","5,740","4,343","3,443","2,825","2,278","2,559","2,408","2,876","2,520","3,197","2,501","3,194","3,065","3,461","2,895","4,460","3,311","5,231","3,814","6,283","6,401","2,497","5,473","2,089","3,073","1,929","2,752","1,327","2,218",448,"1,455",0,4,0,0,0,0,0,0
2020-11,9호선2~3단계,637,올림픽공원(한국체대),8,0,"1,298",293,"5,955","4,342","13,214","4,939","15,893","12,350","10,927","7,159","6,046","5,117","5,732","5,796","6,467","6,671","6,852","7,115","6,480","7,878","7,927","8,441","10,539","10,111","14,261","12,438","15,016","17,773","6,300","14,060","5,162","8,993","7,428","8,751","5,798","7,878","2,812","4,108",0,27,0,0,0,0,0,0
2020-11,9호선2~3단계,638,둔촌오륜,0,0,148,194,900,"1,545","3,152","3,814","3,528","2,486","1,578",724,945,607,888,585,912,642,982,856,"1,055",823,"1,922",972,"4,476","1,032","2,554","1,639","2,022","2,409",849,"2,169",488,"1,057",547,"1,177",348,"1,149",75,645,0,1,0,0,0,0,0,0
2020-11,9호선2~3단계,639,중앙보훈병원,2,1,"2,340",533,"10,271","4,575","31,664","9,627","33,014","16,877","20,989","11,403","14,452","11,359","13,907","7,412","13,008","8,883","9,540","11,822","13,015","9,691","14,179","9,473","14,148","9,177","16,967","13,282","12,262","23,545","5,081","21,207","3,576","11,246","2,940","11,247","2,140","10,504",620,"4,904",0,739,0,0,0,0,1,0
2020-11,우이신설선,697,북한산우이,24,1,"1,259",549,"2,195","2,753","7,867","2,349","8,575","4,349","4,412","7,542","3,539","7,764","3,498","5,838","4,721","4,596","5,601","3,957","6,532","3,630","6,867","3,378","7,389","3,466","6,072","3,795","3,402","5,075","2,093","4,680","1,444","2,678",882,"2,343",610,"1,879",238,"1,109",1,151,0,1,0,0,0,0
2020-11,우이신설선,698,솔밭공원,1,0,"1,435",386,"3,219",920,"8,710","1,452","8,797","2,467","5,687","2,028","4,163","2,150","3,512","2,045","3,770","2,812","3,453","3,093","3,172","3,398","2,989","3,689","3,438","4,158","2,814","4,716","2,232","6,875","1,352","6,698",990,"4,119",753,"3,368",496,"2,766",227,"1,736",1,100,0,0,0,0,0,0
2020-11,우이신설선,699,4.19민주묘지,2,0,"1,324",121,"2,785",718,"6,854","1,418","7,867","5,512","5,447","4,346","4,116","3,900","4,592","3,786","4,717","4,343","4,682","4,564","4,987","4,480","5,473","4,497","5,495","4,508","5,416","5,128","4,254","6,595","2,502","6,876","1,980","3,836","1,561","3,398","1,007","2,721",350,"1,956",0,3,0,0,1,0,0,0
2020-11,우이신설선,700,가오리,2,0,"2,092",349,"5,375","1,234","14,908","2,084","16,238","5,070","9,586","3,212","6,585","3,653","6,013","3,552","6,044","4,325","5,643","4,498","5,089","5,171","4,649","6,610","4,371","7,672","4,728","8,363","4,082","12,512","2,840","12,483","1,737","6,620","1,372","5,976",947,"4,637",354,"2,546",0,1,0,0,0,0,0,0
2020-11,우이신설선,701,화계,4,1,"1,738",498,"3,454","1,324","11,115","1,771","13,496","4,311","7,800","2,999","5,568","3,342","4,908","3,290","5,393","3,714","4,900","4,316","4,569","4,101","4,303","4,849","4,132","5,721","4,015","6,600","3,454","9,736","2,608","8,680","1,329","4,949","1,142","4,117",808,"3,514",288,"2,025",0,0,0,0,0,0,0,0
